"value_id","attribute_id","store_id","row_id","value"
"16194","157","0","1555","24"
"16204","157","0","1556","24"
"16214","157","0","1557","24"
"16224","157","0","1558","24"
"16234","157","0","1559","24"
"16244","157","0","1560","24"
"16253","157","0","1561","24"
"16263","157","0","1562","24"
"16273","157","0","1563","24"
"16283","157","0","1564","24"
"16293","157","0","1565","24"
"16302","157","0","1566","24"
"16312","157","0","1567","24"
"16322","157","0","1568","24"
"16332","157","0","1569","24"
"16342","157","0","1570","24"
"16994","157","0","1636","17"
"17004","157","0","1637","17"
"17014","157","0","1638","17"
"17762","157","0","1715","17"
"17772","157","0","1716","17"
"17782","157","0","1717","17"
"17792","157","0","1718","17"
"17802","157","0","1719","17"
"17812","157","0","1720","17"
"17822","157","0","1721","17"
"17832","157","0","1722","17"
"17842","157","0","1723","17"
"17852","157","0","1724","17"
"17862","157","0","1725","17"
"17872","157","0","1726","17"
"17882","157","0","1727","17"
"17892","157","0","1728","17"
"17902","157","0","1729","17"
"17912","157","0","1730","17"
"17922","157","0","1731","17"
"17932","157","0","1732","17"
"17942","157","0","1733","17"
"17952","157","0","1734","17"
"17961","157","0","1735","17"
"17971","157","0","1736","17"
"17981","157","0","1737","17"
"17991","157","0","1738","17"
"18001","157","0","1739","17"
"18011","157","0","1740","17"
"18021","157","0","1741","17"
"18031","157","0","1742","17"
"18041","157","0","1743","17"
"18051","157","0","1744","17"
"18061","157","0","1745","17"
"18071","157","0","1746","17"
"18081","157","0","1747","17"
"18091","157","0","1748","17"
"18101","157","0","1749","17"
"18111","157","0","1750","17"
"18121","157","0","1751","17"
"18131","157","0","1752","17"
"18141","157","0","1753","17"
"18150","157","0","1754","17"
"18160","157","0","1755","17"
"18170","157","0","1756","17"
"18180","157","0","1757","17"
"18190","157","0","1758","17"
"18200","157","0","1759","17"
"18210","157","0","1760","17"
"18220","157","0","1761","17"
"18229","157","0","1762","17"
"18604","157","0","1801","26"
"18926","157","0","1834","17"
"18936","157","0","1835","17"
"18945","157","0","1836","17"
"19401","157","0","1882","17"
"19411","157","0","1883","17"
"19421","157","0","1884","17"
"19431","157","0","1885","17"
"19441","157","0","1886","17"
"19451","157","0","1887","17"
"19489","157","0","1891","17"
"19499","157","0","1892","17"
"19509","157","0","1893","17"
"19519","157","0","1894","17"
"19529","157","0","1895","17"
"19539","157","0","1896","17"
"19549","157","0","1897","17"
"19559","157","0","1898","17"
"19569","157","0","1899","17"
"19579","157","0","1900","17"
"19589","157","0","1901","17"
"19599","157","0","1902","17"
"19609","157","0","1903","17"
"19618","157","0","1904","17"
"19628","157","0","1905","17"
"19638","157","0","1906","17"
"19648","157","0","1907","17"
"19658","157","0","1908","17"
"19668","157","0","1909","17"
"19678","157","0","1910","17"
"19688","157","0","1911","17"
"19698","157","0","1912","17"
"19708","157","0","1913","17"
"19718","157","0","1914","17"
"19727","157","0","1915","17"
"19737","157","0","1916","17"
"19747","157","0","1917","17"
"19757","157","0","1918","17"
"19767","157","0","1919","17"
"19777","157","0","1920","17"
"19787","157","0","1921","17"
"19797","157","0","1922","17"
"19807","157","0","1923","17"
"19817","157","0","1924","17"
"19827","157","0","1925","17"
"19837","157","0","1926","17"
"19847","157","0","1927","17"
"19857","157","0","1928","17"
"19867","157","0","1929","17"
"19877","157","0","1930","17"
"19887","157","0","1931","17"
"20587","157","0","991","19"
"20588","157","0","992","19"
"20589","157","0","997","19"
"20590","157","0","998","19"
"20591","157","0","999","19"
"20592","157","0","1000","19"
"22039","157","0","1010","30"
"22040","157","0","1011","30"
"22041","157","0","1012","30"
"22042","157","0","1015","30"
"22043","157","0","1016","30"
"22044","157","0","1017","30"
"22045","157","0","1018","30"
"22046","157","0","1019","30"
"22047","157","0","1020","30"
"22048","157","0","1021","30"
"22049","157","0","1022","30"
"22050","157","0","1023","30"
"22051","157","0","1024","30"
"22052","157","0","1025","30"
"22053","157","0","1026","30"
"22054","157","0","1027","30"
"22684","157","0","2187","17"
"22694","157","0","2188","17"
"22704","157","0","2189","17"
"22714","157","0","2190","17"
"22724","157","0","2191","17"
"22734","157","0","2192","17"
"24523","157","0","609","19"
"24524","157","0","610","19"
"24525","157","0","611","19"
"24526","157","0","612","19"
"24527","157","0","613","19"
"24528","157","0","614","19"
"24529","157","0","615","19"
"24530","157","0","616","19"
"24531","157","0","617","19"
"24532","157","0","618","19"
"24533","157","0","619","19"
"24534","157","0","620","19"
"24535","157","0","622","19"
"24536","157","0","626","19"
"24537","157","0","627","19"
"24538","157","0","628","19"
"24539","157","0","629","19"
"24540","157","0","630","19"
"24541","157","0","631","19"
"24542","157","0","632","19"
"24566","157","0","901","29"
"24567","157","0","902","29"
"24568","157","0","903","29"
"24569","157","0","904","29"
"24576","157","0","954","29"
"24605","157","0","357","20"
"24606","157","0","358","20"
"24607","157","0","359","20"
"24608","157","0","360","20"
"24609","157","0","361","20"
"24632","157","0","633","20"
"24633","157","0","634","20"
"24634","157","0","635","20"
"24635","157","0","642","20"
"24636","157","0","643","20"
"24637","157","0","644","20"
"24638","157","0","645","20"
"24639","157","0","646","20"
"24640","157","0","647","20"
"24641","157","0","648","20"
"24642","157","0","649","20"
"24643","157","0","650","20"
"24644","157","0","669","20"
"24645","157","0","670","20"
"24646","157","0","671","20"
"24647","157","0","672","20"
"24648","157","0","673","20"
"24649","157","0","674","20"
"24650","157","0","676","20"
"24651","157","0","677","20"
"24652","157","0","678","20"
"24653","157","0","689","20"
"24654","157","0","690","20"
"24655","157","0","691","20"
"24656","157","0","692","20"
"24657","157","0","693","20"
"24658","157","0","694","20"
"24659","157","0","696","20"
"24660","157","0","697","20"
"24661","157","0","698","20"
"24662","157","0","700","20"
"24663","157","0","728","20"
"24843","157","0","176","17"
"24844","157","0","177","17"
"24845","157","0","178","17"
"24846","157","0","179","17"
"24926","157","0","309","17"
"24927","157","0","310","17"
"24928","157","0","311","17"
"24929","157","0","312","17"
"24930","157","0","313","17"
"24931","157","0","314","17"
"24971","157","0","372","17"
"24972","157","0","373","17"
"24973","157","0","374","17"
"24974","157","0","375","17"
"25002","157","0","462","17"
"25003","157","0","499","17"
"25004","157","0","500","17"
"25005","157","0","501","17"
"25006","157","0","502","17"
"25007","157","0","503","17"
"25008","157","0","504","17"
"25009","157","0","505","17"
"25010","157","0","506","17"
"25011","157","0","507","17"
"25012","157","0","508","17"
"25013","157","0","509","17"
"25014","157","0","510","17"
"25015","157","0","511","17"
"25016","157","0","512","17"
"25017","157","0","513","17"
"25018","157","0","514","17"
"25022","157","0","518","17"
"25023","157","0","519","17"
"25024","157","0","520","17"
"25025","157","0","521","17"
"25026","157","0","522","17"
"25027","157","0","523","17"
"25028","157","0","524","17"
"25029","157","0","525","17"
"25030","157","0","526","17"
"25031","157","0","527","17"
"25032","157","0","528","17"
"25038","157","0","850","17"
"25064","157","0","900","17"
"25077","157","0","937","17"
"25078","157","0","938","17"
"25079","157","0","939","17"
"25080","157","0","940","17"
"25081","157","0","941","17"
"25082","157","0","942","17"
"25083","157","0","943","17"
"25084","157","0","945","17"
"25085","157","0","946","17"
"25086","157","0","947","17"
"25087","157","0","948","17"
"25088","157","0","949","17"
"25089","157","0","950","17"
"25090","157","0","951","17"
"25091","157","0","952","17"
"25092","157","0","953","17"
"25093","157","0","959","17"
"25094","157","0","960","17"
"25095","157","0","974","17"
"25096","157","0","975","17"
"25097","157","0","976","17"
"25098","157","0","977","17"
"25099","157","0","978","17"
"25100","157","0","979","17"
"25101","157","0","980","17"
"25102","157","0","981","17"
"25103","157","0","982","17"
"25104","157","0","983","17"
"25105","157","0","984","17"
"25106","157","0","985","17"
"25107","157","0","986","17"
"25108","157","0","987","17"
"25109","157","0","988","17"
"25148","157","0","1172","17"
"25149","157","0","1173","17"
"25150","157","0","1174","17"
"25151","157","0","1175","17"
"25152","157","0","1176","17"
"25153","157","0","1177","17"
"25154","157","0","1178","17"
"25155","157","0","1179","17"
"25156","157","0","1180","17"
"25157","157","0","1181","17"
"25158","157","0","1182","17"
"25159","157","0","1183","17"
"25160","157","0","1184","17"
"25161","157","0","1185","17"
"25162","157","0","1186","17"
"25163","157","0","1187","17"
"25164","157","0","1188","17"
"25165","157","0","1189","17"
"25166","157","0","1190","17"
"25167","157","0","1191","17"
"25168","157","0","1192","17"
"25169","157","0","1193","17"
"25170","157","0","1194","17"
"26117","157","0","88","18"
"26126","157","0","99","18"
"26127","157","0","100","18"
"26161","157","0","563","18"
"26162","157","0","564","18"
"26163","157","0","565","18"
"26164","157","0","566","18"
"26165","157","0","567","18"
"26166","157","0","568","18"
"26167","157","0","569","18"
"26168","157","0","570","18"
"26169","157","0","571","18"
"26170","157","0","572","18"
"26171","157","0","583","18"
"26172","157","0","584","18"
"26173","157","0","585","18"
"26174","157","0","586","18"
"26175","157","0","587","18"
"26176","157","0","588","18"
"26177","157","0","589","18"
"26178","157","0","590","18"
"26179","157","0","591","18"
"26180","157","0","592","18"
"26181","157","0","593","18"
"26182","157","0","594","18"
"26183","157","0","598","18"
"26184","157","0","599","18"
"26185","157","0","600","18"
"26186","157","0","601","18"
"26187","157","0","602","18"
"26188","157","0","603","18"
"26189","157","0","604","18"
"26190","157","0","651","18"
"26191","157","0","652","18"
"26192","157","0","653","18"
"26193","157","0","654","18"
"26194","157","0","655","18"
"26195","157","0","656","18"
"26196","157","0","657","18"
"26197","157","0","658","18"
"26198","157","0","659","18"
"26199","157","0","660","18"
"26200","157","0","661","18"
"26201","157","0","662","18"
"26202","157","0","663","18"
"26203","157","0","664","18"
"26204","157","0","665","18"
"26205","157","0","666","18"
"26206","157","0","667","18"
"26207","157","0","668","18"
"26208","157","0","679","18"
"26209","157","0","680","18"
"26210","157","0","681","18"
"26211","157","0","682","18"
"26212","157","0","683","18"
"26213","157","0","684","18"
"26214","157","0","685","18"
"26215","157","0","686","18"
"26216","157","0","687","18"
"26217","157","0","688","18"
"26218","157","0","701","18"
"26219","157","0","702","18"
"26220","157","0","703","18"
"26221","157","0","704","18"
"26222","157","0","705","18"
"26223","157","0","706","18"
"26224","157","0","707","18"
"26225","157","0","708","18"
"26226","157","0","709","18"
"26227","157","0","710","18"
"26228","157","0","711","18"
"26229","157","0","712","18"
"26230","157","0","713","18"
"26231","157","0","714","18"
"26232","157","0","715","18"
"26233","157","0","716","18"
"26234","157","0","717","18"
"26235","157","0","718","18"
"26236","157","0","719","18"
"26237","157","0","720","18"
"26238","157","0","727","18"
"26239","157","0","729","18"
"26240","157","0","730","18"
"26241","157","0","731","18"
"26242","157","0","732","18"
"26243","157","0","733","18"
"26244","157","0","775","18"
"26245","157","0","776","18"
"26246","157","0","777","18"
"26247","157","0","778","18"
"26248","157","0","779","18"
"26249","157","0","780","18"
"26421","157","0","529","21"
"26422","157","0","530","21"
"26423","157","0","531","21"
"26424","157","0","532","21"
"26425","157","0","533","21"
"26426","157","0","534","21"
"26427","157","0","535","21"
"26428","157","0","536","21"
"26429","157","0","537","21"
"26430","157","0","538","21"
"26431","157","0","539","21"
"26432","157","0","540","21"
"26433","157","0","541","21"
"26434","157","0","542","21"
"26435","157","0","543","21"
"26436","157","0","544","21"
"26437","157","0","546","21"
"26438","157","0","547","21"
"26439","157","0","548","21"
"26440","157","0","549","21"
"26441","157","0","550","21"
"26442","157","0","551","21"
"26505","157","0","1195","23"
"26506","157","0","1196","23"
"26507","157","0","1197","23"
"26508","157","0","1198","23"
"26529","157","0","944","22"
"26530","157","0","955","22"
"26531","157","0","1028","22"
"26532","157","0","1029","22"
"26533","157","0","1030","22"
"26534","157","0","1031","22"
"26535","157","0","1032","22"
"26536","157","0","1033","22"
"26537","157","0","1034","22"
"26540","157","0","1055","22"
"26541","157","0","1056","22"
"26542","157","0","1057","22"
"26543","157","0","1058","22"
"26544","157","0","1059","22"
"26545","157","0","1060","22"
"26546","157","0","1061","22"
"26547","157","0","1062","22"
"26548","157","0","1063","22"
"26549","157","0","1067","22"
"26550","157","0","1068","22"
"26551","157","0","1087","22"
"26552","157","0","1088","22"
"26553","157","0","1089","22"
"26554","157","0","1090","22"
"26555","157","0","1091","22"
"26556","157","0","1092","22"
"26557","157","0","1093","22"
"26820","157","0","2392","17"
"27000","157","0","2410","17"
"27010","157","0","2411","17"
"27020","157","0","2412","17"
"27030","157","0","2413","17"
"27040","157","0","2414","17"
"27050","157","0","2415","17"
"27060","157","0","2416","17"
"27070","157","0","2417","17"
"27080","157","0","2418","17"
"27090","157","0","2419","17"
"27190","157","0","2429","17"
"27200","157","0","2430","17"
"27210","157","0","2431","17"
"27220","157","0","2432","17"
"27230","157","0","2433","17"
"27240","157","0","2434","17"
"27250","157","0","2435","17"
"27992","157","0","2509","17"
"28002","157","0","2510","17"
"28012","157","0","2511","17"
"28022","157","0","2512","17"
"28032","157","0","2513","17"
"28042","157","0","2514","17"
"28602","157","0","2570","17"
"28612","157","0","2571","17"
"28622","157","0","2572","17"
"28632","157","0","2573","17"
"28642","157","0","2574","17"
"28652","157","0","2575","17"
"28662","157","0","2576","17"
"28672","157","0","2577","17"
"28682","157","0","2578","17"
"28692","157","0","2579","17"
"28702","157","0","2580","17"
"28712","157","0","2581","17"
"28722","157","0","2582","17"
"28922","157","0","2602","17"
"28932","157","0","2603","17"
"28942","157","0","2604","17"
"28952","157","0","2605","17"
"28962","157","0","2606","17"
"28972","157","0","2607","17"
"28982","157","0","2608","17"
"28992","157","0","2609","17"
"29002","157","0","2610","17"
"29267","157","0","2640","17"
"29277","157","0","2641","17"
"29287","157","0","2642","17"
"29297","157","0","2643","17"
"29307","157","0","2644","17"
"29317","157","0","2645","17"
"29327","157","0","2646","17"
"29337","157","0","2647","17"
"29347","157","0","2648","17"
"29357","157","0","2649","17"
"29367","157","0","2650","17"
"29377","157","0","2651","17"
"29387","157","0","2652","17"
"29397","157","0","2653","17"
"29407","157","0","2654","17"
"29417","157","0","2655","17"
"29427","157","0","2656","17"
"29531","157","0","2666","17"
"29541","157","0","2667","17"
"29551","157","0","2668","17"
"29561","157","0","2669","17"
"29571","157","0","2670","17"
"29581","157","0","2671","17"
"29591","157","0","2672","17"
"29601","157","0","2673","17"
"29611","157","0","2674","17"
"29621","157","0","2675","17"
"29631","157","0","2676","17"
"29641","157","0","2677","17"
"29651","157","0","2678","17"
"29661","157","0","2679","17"
"29671","157","0","2680","17"
"29681","157","0","2681","17"
"29691","157","0","2682","17"
"29701","157","0","2683","17"
"29711","157","0","2684","17"
"29721","157","0","2685","17"
"29731","157","0","2686","17"
"29741","157","0","2687","17"
"29751","157","0","2688","17"
"29761","157","0","2689","17"
"29771","157","0","2690","17"
"29781","157","0","2691","17"
"29791","157","0","2692","17"
"29801","157","0","2693","17"
"29811","157","0","2694","17"
"30094","157","0","2732","20"
"30106","157","0","2733","20"
"30119","157","0","2734","20"
"30132","157","0","2735","20"
"30145","157","0","2736","20"
"30158","157","0","2737","20"
"30171","157","0","2738","20"
"30304","157","0","2752","20"
"30316","157","0","2753","20"
"30329","157","0","2754","20"
"30342","157","0","2755","20"
"30355","157","0","2756","20"
"30368","157","0","2757","20"
"30381","157","0","2758","20"
"30393","157","0","2759","20"
"30406","157","0","2760","20"
"30419","157","0","2761","20"
"30432","157","0","2762","20"
"30445","157","0","2763","20"
"30458","157","0","2764","20"
"30471","157","0","2765","20"
"30483","157","0","2766","20"
"30496","157","0","2767","20"
"30509","157","0","2768","20"
"30522","157","0","2769","20"
"30535","157","0","2770","20"
"30548","157","0","2771","20"
"30561","157","0","2772","20"
"30573","157","0","2773","20"
"30586","157","0","2774","20"
"30766","157","0","2788","20"
"30779","157","0","2789","20"
"30792","157","0","2790","20"
"30805","157","0","2791","20"
"30818","157","0","2792","20"
"30831","157","0","2793","20"
"30850","157","0","2794","17"
"30860","157","0","2795","17"
"30950","157","0","2804","17"
"30960","157","0","2805","17"
"30970","157","0","2806","17"
"31127","157","0","2820","20"
"31140","157","0","2821","20"
"31152","157","0","2822","20"
"31165","157","0","2823","20"
"31178","157","0","2824","20"
"31191","157","0","2825","20"
"31204","157","0","2826","20"
"31217","157","0","2827","20"
"31229","157","0","2828","20"
"31242","157","0","2829","20"
"31255","157","0","2830","17"
"31265","157","0","2831","17"
"31275","157","0","2832","17"
"31285","157","0","2833","17"
"31385","157","0","2843","32"
"31397","157","0","2844","32"
"31410","157","0","2845","32"
"31547","157","0","2857","17"
"31557","157","0","2858","17"
"31567","157","0","2859","32"
"31579","157","0","2860","32"
"31592","157","0","2861","32"
"31604","157","0","2862","32"
"31629","157","0","2864","32"
"31642","157","0","2865","32"
"31655","157","0","2866","32"
"31668","157","0","2867","32"
"31681","157","0","2868","17"
"31691","157","0","2869","17"
"31701","157","0","2870","17"
"31711","157","0","2871","17"
"31721","157","0","2872","17"
"31731","157","0","2873","17"
"31741","157","0","2874","17"
